,name,sensors_types
763,alcatel Fierce 4,accelerometer
764,alcatel Fierce 4,proximity
765,alcatel Fierce 4,compass
766,alcatel Pixi 4 (5),accelerometer
767,alcatel Flash Plus 2,fingerprint
768,alcatel Flash Plus 2,accelerometer
769,alcatel Flash Plus 2,gyro
770,alcatel Flash Plus 2,proximity
771,alcatel Flash Plus 2,compass
772,alcatel Pop 7 LTE,nan
773,alcatel Pop 4S,fingerprint
774,alcatel Pop 4S,accelerometer
775,alcatel Pop 4S,proximity
776,alcatel Pop 4S,gyro
777,alcatel Pop 4S,compass
778,alcatel Pop 4,accelerometer
779,alcatel Pop 4,proximity
780,alcatel Pop 4,compass
781,alcatel Pop 4+,accelerometer
782,alcatel Pop 4+,proximity
783,alcatel Pop 4+,compass
784,alcatel Idol 4,accelerometer
785,alcatel Idol 4,gyro
786,alcatel Idol 4,proximity
787,alcatel Idol 4,compass
788,alcatel Idol 4s Windows,fingerprint
789,alcatel Idol 4s Windows,accelerometer
790,alcatel Idol 4s Windows,gyro
791,alcatel Idol 4s Windows,proximity
792,alcatel Idol 4s Windows,compass
793,alcatel Idol 4s,accelerometer
794,alcatel Idol 4s,gyro
795,alcatel Idol 4s,proximity
796,alcatel Idol 4s,compass
797,alcatel CareTime,nan
798,alcatel Pixi 4 (7),accelerometer
799,alcatel Pixi 4 (6) 3G,accelerometer
800,alcatel Pixi 4 (6) 3G,proximity
801,alcatel Pixi 4 (6),accelerometer
802,alcatel Pixi 4 (6),proximity
803,alcatel Pixi 4 (6),compass
804,alcatel Pixi 4 (4),accelerometer
805,alcatel Pixi 4 (3.5),accelerometer
806,alcatel Fierce XL (Windows),accelerometer
807,alcatel Fierce XL (Windows),proximity
808,alcatel Fierce XL (Windows),compass
809,alcatel Pixi 3 (8) LTE,accelerometer
810,alcatel Pop 3 (5),accelerometer
811,alcatel Fierce XL,accelerometer
812,alcatel Fierce XL,proximity
813,alcatel Fierce XL,compass
814,alcatel Watch,accelerometer
815,alcatel Watch,altimeter
816,alcatel Watch,gyro
817,alcatel Watch,heart rate
818,alcatel Watch,compass
819,alcatel Flash 2,accelerometer
820,alcatel Flash 2,proximity
821,alcatel GO Watch,accelerometer
822,alcatel GO Watch,altimeter
823,alcatel GO Watch,gyro
824,alcatel GO Watch,heart rate
825,alcatel GO Watch,compass
826,alcatel 10.16G,nan
827,alcatel 2007,nan
828,alcatel Pixi 3 (10),accelerometer
829,alcatel Pop 3 (5.5),accelerometer
830,alcatel Pop Up,accelerometer
831,alcatel Pop Up,proximity
832,alcatel Pop Up,compass
833,alcatel Pixi First,yes
834,alcatel Idol 3C,accelerometer
835,alcatel Idol 3C,proximity
836,alcatel Idol 3C,compass
837,alcatel Pop Star,accelerometer
838,alcatel Pop Star,proximity
839,alcatel Flash Plus,accelerometer
840,alcatel Flash Plus,proximity
841,alcatel Flash Plus,compass
842,alcatel Go Play,yes
843,alcatel Pop Astro,accelerometer
844,alcatel Pop Astro,proximity
845,alcatel Pop Astro,compass
846,alcatel Pop Star LTE,accelerometer
847,alcatel Pop Star LTE,proximity
848,alcatel Flash,accelerometer
849,alcatel Flash,proximity
850,alcatel Flash,compass
851,alcatel Idol 3 (5.5),accelerometer
852,alcatel Idol 3 (5.5),proximity
853,alcatel Idol 3 (5.5),compass
854,alcatel Orange Klif,accelerometer
855,alcatel Idol 3 (4.7),accelerometer
856,alcatel Idol 3 (4.7),proximity
857,alcatel Idol 3 (4.7),compass
858,alcatel Pixi 3 (5.5) LTE,accelerometer
859,alcatel Pixi 3 (5.5) LTE,proximity
860,alcatel Pixi 3 (5.5) LTE,compass
861,alcatel Pixi 3 (8) 3G,accelerometer
862,alcatel Pixi 3 (5.5),accelerometer
863,alcatel Pixi 3 (7) 3G,accelerometer
864,alcatel Pixi 3 (7) LTE,accelerometer
865,alcatel 1L Pro (2021),fingerprint
866,alcatel 1L Pro (2021),accelerometer
867,alcatel 1L Pro (2021),proximity
868,alcatel 3L (2021),fingerprint
869,alcatel 3L (2021),accelerometer
870,alcatel 3L (2021),proximity
871,alcatel 3L (2021),compass
872,alcatel 1B (2022),accelerometer
873,alcatel 1L (2021),fingerprint
874,alcatel 1L (2021),accelerometer
875,alcatel 1L (2021),proximity
876,alcatel 1 (2021),accelerometer
877,alcatel 1 (2021),proximity
878,alcatel 1S (2021),fingerprint
879,alcatel 1S (2021),accelerometer
880,alcatel 1S (2021),proximity
881,alcatel 1S (2021),compass
882,alcatel 1SE (2020),fingerprint
883,alcatel 1SE (2020),accelerometer
884,alcatel 1SE (2020),proximity
885,alcatel 1V (2021),fingerprint
886,alcatel 1V (2021),accelerometer
887,alcatel 1V (2021),proximity
888,alcatel 1V (2021),compass
889,alcatel Go Flip 4,nan
890,alcatel Go Flip V,nan
891,alcatel 3T10 2020,accelerometer
892,alcatel 3T10 2020,proximity
893,alcatel 3L (2020),fingerprint
894,alcatel 3L (2020),accelerometer
895,alcatel 3L (2020),proximity
896,alcatel 3L (2020),compass
897,alcatel 3X (2020),fingerprint
898,alcatel 3X (2020),accelerometer
899,alcatel 3X (2020),proximity
900,alcatel 3X (2020),compass
901,alcatel Go Flip 3,nan
902,alcatel 1V (2020),fingerprint
903,alcatel 1V (2020),accelerometer
904,alcatel 1V (2020),proximity
905,alcatel 1B (2020),accelerometer
906,alcatel 1B (2020),proximity
907,alcatel 3x (2019),fingerprint
908,alcatel 3x (2019),accelerometer
909,alcatel 3x (2019),proximity
910,alcatel 1S (2020),fingerprint
911,alcatel 1S (2020),accelerometer
912,alcatel 1S (2020),proximity
913,alcatel 1S (2020),compass
914,alcatel 1v (2019),fingerprint  - market dependant
915,alcatel 1v (2019),accelerometer
916,alcatel 1v (2019),proximity
917,alcatel 3v (2019),fingerprint
918,alcatel 3v (2019),accelerometer
919,alcatel 3v (2019),proximity
920,alcatel 3v (2019),compass
921,alcatel Smart Tab 7,accelerometer
922,alcatel 3T 8,accelerometer
923,alcatel 1s,fingerprint
924,alcatel 1s,accelerometer
925,alcatel 1s,proximity
926,alcatel 3L,fingerprint
927,alcatel 3L,accelerometer
928,alcatel 3L,proximity
929,alcatel 3 (2019),fingerprint
930,alcatel 3 (2019),accelerometer
931,alcatel 3 (2019),proximity
932,alcatel 3 (2019),compass
933,alcatel 1x (2019),fingerprint
934,alcatel 1x (2019),accelerometer
935,alcatel 1x (2019),proximity
936,alcatel 3T 10,accelerometer
937,alcatel 3T 10,proximity
938,alcatel 1c (2019),accelerometer
939,alcatel 1c (2019),proximity
940,alcatel Tetra,accelerometer
941,alcatel Tetra,proximity
942,alcatel 7,fingerprint
943,alcatel 7,accelerometer
944,alcatel 7,gyro
945,alcatel 7,proximity
946,alcatel 7,compass
947,alcatel 5v,fingerprint
948,alcatel 5v,accelerometer
949,alcatel 5v,gyro
950,alcatel 5v,proximity
951,alcatel 5v,compass
952,alcatel 3v,fingerprint
953,alcatel 3v,accelerometer
954,alcatel 3v,gyro
955,alcatel 3v,proximity
956,alcatel 3v,compass
957,alcatel 5,fingerprint
958,alcatel 5,accelerometer
959,alcatel 5,proximity
960,alcatel 5,compass
961,alcatel 3,fingerprint
962,alcatel 3,accelerometer
963,alcatel 3,proximity
964,alcatel 3,compass
965,alcatel 1,accelerometer
966,alcatel 1,proximity
967,alcatel 3c,fingerprint
968,alcatel 3c,accelerometer
969,alcatel 3c,proximity
970,alcatel 1x,fingerprint
971,alcatel 1x,accelerometer
972,alcatel 1x,proximity
973,alcatel 1T 7,accelerometer
974,alcatel 3088,nan
975,alcatel 3x (2018),fingerprint
976,alcatel 3x (2018),accelerometer
977,alcatel 3x (2018),proximity
978,alcatel 3x (2018),compass
979,alcatel 1T 10,accelerometer
980,alcatel Idol 5s,fingerprint
981,alcatel Idol 5s,accelerometer
982,alcatel Idol 5s,gyro
983,alcatel Idol 5s,proximity
984,alcatel Idol 5s,compass
985,alcatel Idol 5,fingerprint
986,alcatel Idol 5,accelerometer
987,alcatel Idol 5,gyro
988,alcatel Idol 5,proximity
989,alcatel Idol 5,compass
990,alcatel A7,fingerprint
991,alcatel A7,accelerometer
992,alcatel A7,gyro
993,alcatel A7,proximity
994,alcatel A7,compass
995,alcatel U5 HD,accelerometer
996,alcatel U5 HD,proximity
997,alcatel Pulsemix,accelerometer
998,alcatel Pulsemix,proximity
999,alcatel Pulsemix,compass
1000,alcatel A7 XL,fingerprint
1001,alcatel A7 XL,accelerometer
1002,alcatel A7 XL,proximity
1003,alcatel A7 XL,compass
1004,alcatel Flash (2017),fingerprint
1005,alcatel Flash (2017),accelerometer
1006,alcatel Flash (2017),proximity
1007,alcatel Flash (2017),compass
1008,alcatel U5,accelerometer
1009,alcatel Idol 5s (USA),fingerprint
1010,alcatel Idol 5s (USA),accelerometer
1011,alcatel Idol 5s (USA),gyro
1012,alcatel Idol 5s (USA),proximity
1013,alcatel Idol 5s (USA),compass
1014,alcatel OT-870,nan
1015,alcatel OT-819 Soul,nan
1016,alcatel OT-358,nan
1017,alcatel OT-595,nan
1018,alcatel OT-318D,nan
1019,alcatel OT-308,nan
1020,alcatel OT-310,nan
1021,alcatel OT-317D,nan
1022,alcatel OT-292,nan
1023,alcatel OT-228,nan
1024,alcatel OT-985,accelerometer
1025,alcatel OT-985,proximity
1026,alcatel OT-985,compass
1027,alcatel OT-282,nan
1028,alcatel OT-810D,nan
1029,alcatel OT-906,accelerometer
1030,alcatel OT-906,compass
1031,alcatel OT-915,accelerometer
1032,alcatel OT-915,proximity
1033,alcatel OT-915,compass
1034,alcatel OT-995,accelerometer
1035,alcatel OT-995,proximity
1036,alcatel OT-995,compass
1037,alcatel OT-990,accelerometer
1038,alcatel OT-990,proximity
1039,alcatel OT-990,compass
1040,alcatel OT-908F,accelerometer
1041,alcatel OT-908F,proximity
1042,alcatel OT-908F,compass
1043,alcatel OT-810,nan
1044,alcatel OT-910,accelerometer
1045,alcatel OT-910,proximity
1046,alcatel OT-910,compass
1047,alcatel OT-905,nan
1048,alcatel OT-891 Soul,accelerometer
1049,alcatel OT-891 Soul,compass
1050,alcatel OT-908,accelerometer
1051,alcatel OT-908,proximity
1052,alcatel OT-908,compass
1053,alcatel OT-900,nan
1054,alcatel OT-918D,accelerometer
1055,alcatel OT-918D,proximity
1056,alcatel OT-918D,compass
1057,alcatel OT-918,accelerometer
1058,alcatel OT-918,proximity
1059,alcatel OT-918,compass
1060,alcatel OT-890,accelerometer
1061,alcatel OT-890,compass
1062,alcatel OT-890D,accelerometer
1063,alcatel OT-890D,compass
1064,alcatel OT-818,accelerometer
1065,alcatel OT-813D,nan
1066,alcatel OT-888,nan
1067,alcatel OT-807,nan
1068,alcatel OT-803,nan
1069,alcatel OT-799 Play,nan
1070,alcatel OT-690,nan
1071,alcatel OT-813F,nan
1072,alcatel OT-602,nan
1073,alcatel OT-585,nan
1074,alcatel OT-506,nan
1075,alcatel OT-385,nan
1076,alcatel OT-665,nan
1077,alcatel OT-330,nan
1078,alcatel OT-355,nan
1079,alcatel OT-361,nan
1080,alcatel OT-223,nan
1081,alcatel OT-217,nan
1082,alcatel OT-213,nan
1083,alcatel OT-306,nan
1084,alcatel OT-117,nan
1085,alcatel OT-209,nan
1086,alcatel OT-113,nan
1087,alcatel OT-112,nan
1088,alcatel OT-109,nan
1089,alcatel OT-706,nan
1090,alcatel OT-808,nan
1091,alcatel Net,nan
1092,alcatel OT-255,nan
1093,alcatel OT-606 One Touch CHAT,nan
1094,alcatel OT-105,nan
1095,alcatel OT-252,nan
1096,alcatel OT-710,nan
1097,alcatel OT-108,nan
1098,alcatel OT-216,nan
1099,alcatel OT-909 One Touch MAX,accelerometer
1100,alcatel Miss Sixty,nan
1101,alcatel OT-208,nan
1102,alcatel OT-880 One Touch XTRA,nan
1103,alcatel OT-301,nan
1104,alcatel OT-300,nan
1105,alcatel OT-980,accelerometer
1106,alcatel OT-980,compass
1107,alcatel OT-806,nan
1108,alcatel OT-305,nan
1109,alcatel OT-380,nan
1110,alcatel OT-505,nan
1111,alcatel OT-508A,nan
1112,alcatel OT-565,nan
1113,Apple iPad mini Wi-Fi,accelerometer
1114,Apple iPad mini Wi-Fi,gyro
1115,Apple iPad mini Wi-Fi,compass
1116,Apple iPad mini Wi-Fi + Cellular,accelerometer
1117,Apple iPad mini Wi-Fi + Cellular,gyro
1118,Apple iPad mini Wi-Fi + Cellular,compass
1119,Apple iPad 4 Wi-Fi,accelerometer
1120,Apple iPad 4 Wi-Fi,gyro
1121,Apple iPad 4 Wi-Fi,compass
1122,Apple iPhone 5,accelerometer
1123,Apple iPhone 5,gyro
1124,Apple iPhone 5,proximity
1125,Apple iPhone 5,compass
1126,Apple iPad 3 Wi-Fi + Cellular,accelerometer
1127,Apple iPad 3 Wi-Fi + Cellular,gyro
1128,Apple iPad 3 Wi-Fi + Cellular,compass
1129,Apple iPad 4 Wi-Fi + Cellular,accelerometer
1130,Apple iPad 4 Wi-Fi + Cellular,gyro
1131,Apple iPad 4 Wi-Fi + Cellular,compass
1132,Apple iPad 3 Wi-Fi,accelerometer
1133,Apple iPad 3 Wi-Fi,gyro
1134,Apple iPad 3 Wi-Fi,compass
1135,Apple iPhone 4s,accelerometer
1136,Apple iPhone 4s,gyro
1137,Apple iPhone 4s,proximity
1138,Apple iPhone 4s,compass
1139,Apple iPad 2 CDMA,accelerometer
1140,Apple iPad 2 CDMA,gyro
1141,Apple iPad 2 CDMA,compass
1142,Apple iPad 2 Wi-Fi + 3G,accelerometer
1143,Apple iPad 2 Wi-Fi + 3G,gyro
1144,Apple iPad 2 Wi-Fi + 3G,compass
1145,Apple iPhone 4 CDMA,accelerometer
1146,Apple iPhone 4 CDMA,gyro
1147,Apple iPhone 4 CDMA,proximity
1148,Apple iPhone 4 CDMA,compass
1149,Apple iPad 2 Wi-Fi,accelerometer
1150,Apple iPad 2 Wi-Fi,gyro
1151,Apple iPad 2 Wi-Fi,compass
1152,Apple iPad Wi-Fi + 3G,accelerometer
1153,Apple iPad Wi-Fi + 3G,compass
1154,Apple iPad Wi-Fi,accelerometer
1155,Apple iPhone 4,accelerometer
1156,Apple iPhone 4,gyro
1157,Apple iPhone 4,proximity
1158,Apple iPhone 4,compass
1159,Apple iPad mini (2019),fingerprint
1160,Apple iPad mini (2019),accelerometer
1161,Apple iPad mini (2019),gyro
1162,Apple iPad mini (2019),compass
1163,Apple iPad mini (2019),barometer
1164,Apple Watch Series 5 Aluminum,accelerometer
1165,Apple Watch Series 5 Aluminum,gyro
1166,Apple Watch Series 5 Aluminum,heart rate
1167,Apple Watch Series 5 Aluminum,barometer
1168,Apple Watch Series 5 Aluminum,compass
1169,Apple iPad Pro 11 (2018),face id
1170,Apple iPad Pro 11 (2018),accelerometer
1171,Apple iPad Pro 11 (2018),gyro
1172,Apple iPad Pro 11 (2018),proximity
1173,Apple iPad Pro 11 (2018),barometer
1174,Apple iPad Air (2019),fingerprint
1175,Apple iPad Air (2019),accelerometer
1176,Apple iPad Air (2019),gyro
1177,Apple iPad Air (2019),compass
1178,Apple iPad Air (2019),barometer
1179,Apple iPhone XS Max,face id
1180,Apple iPhone XS Max,accelerometer
1181,Apple iPhone XS Max,gyro
1182,Apple iPhone XS Max,proximity
1183,Apple iPhone XS Max,compass
1184,Apple iPhone XS Max,barometer
1185,Apple iPhone XS,face id
1186,Apple iPhone XS,accelerometer
1187,Apple iPhone XS,gyro
1188,Apple iPhone XS,proximity
1189,Apple iPhone XS,compass
1190,Apple iPhone XS,barometer
1191,Apple Watch Series 4,accelerometer
1192,Apple Watch Series 4,gyro
1193,Apple Watch Series 4,heart rate
1194,Apple Watch Series 4,barometer
1195,Apple iPhone XR,face id
1196,Apple iPhone XR,accelerometer
1197,Apple iPhone XR,gyro
1198,Apple iPhone XR,proximity
1199,Apple iPhone XR,compass
1200,Apple iPhone XR,barometer
1201,Apple iPad 9.7 (2018),fingerprint
1202,Apple iPad 9.7 (2018),accelerometer
1203,Apple iPad 9.7 (2018),gyro
1204,Apple iPad 9.7 (2018),compass
1205,Apple iPad 9.7 (2018),barometer
1206,Apple Watch Series 4 Aluminum,accelerometer
1207,Apple Watch Series 4 Aluminum,gyro
1208,Apple Watch Series 4 Aluminum,heart rate
1209,Apple Watch Series 4 Aluminum,barometer
1210,Apple iPad Pro 12.9 (2018),face id
1211,Apple iPad Pro 12.9 (2018),accelerometer
1212,Apple iPad Pro 12.9 (2018),gyro
1213,Apple iPad Pro 12.9 (2018),proximity
1214,Apple iPad Pro 12.9 (2018),barometer
1215,Apple iPhone 8 Plus,fingerprint
1216,Apple iPhone 8 Plus,accelerometer
1217,Apple iPhone 8 Plus,gyro
1218,Apple iPhone 8 Plus,proximity
1219,Apple iPhone 8 Plus,compass
1220,Apple iPhone 8 Plus,barometer
1221,Apple Watch Edition Series 3,accelerometer
1222,Apple Watch Edition Series 3,gyro
1223,Apple Watch Edition Series 3,heart rate
1224,Apple Watch Edition Series 3,barometer
1225,Apple Watch Series 3 Aluminum,accelerometer
1226,Apple Watch Series 3 Aluminum,gyro
1227,Apple Watch Series 3 Aluminum,heart rate
1228,Apple Watch Series 3 Aluminum,barometer
1229,Apple iPhone 8,fingerprint
1230,Apple iPhone 8,accelerometer
1231,Apple iPhone 8,gyro
1232,Apple iPhone 8,proximity
1233,Apple iPhone 8,compass
1234,Apple iPhone 8,barometer
1235,Apple iPhone X,face id
1236,Apple iPhone X,accelerometer
1237,Apple iPhone X,gyro
1238,Apple iPhone X,proximity
1239,Apple iPhone X,compass
1240,Apple iPhone X,barometer
1241,Apple Watch Series 3,accelerometer
1242,Apple Watch Series 3,gyro
1243,Apple Watch Series 3,heart rate
1244,Apple Watch Series 3,barometer
1245,Apple iPad Pro 10.5 (2017),fingerprint
1246,Apple iPad Pro 10.5 (2017),accelerometer
1247,Apple iPad Pro 10.5 (2017),gyro
1248,Apple iPad Pro 10.5 (2017),compass
1249,Apple iPad Pro 10.5 (2017),barometer
1250,Apple iPad 9.7 (2017),fingerprint
1251,Apple iPad 9.7 (2017),accelerometer
1252,Apple iPad 9.7 (2017),gyro
1253,Apple iPad 9.7 (2017),compass
1254,Apple iPad 9.7 (2017),barometer
1255,Apple Watch Edition Series 2 42mm,accelerometer
1256,Apple Watch Edition Series 2 42mm,gyro
1257,Apple Watch Edition Series 2 42mm,heart rate
1258,Apple Watch Series 2 42mm,accelerometer
1259,Apple Watch Series 2 42mm,gyro
1260,Apple Watch Series 2 42mm,heart rate
1261,Apple Watch Edition Series 2 38mm,accelerometer
1262,Apple Watch Edition Series 2 38mm,gyro
1263,Apple Watch Edition Series 2 38mm,heart rate
1264,Apple iPad Pro 12.9 (2017),fingerprint
1265,Apple iPad Pro 12.9 (2017),accelerometer
1266,Apple iPad Pro 12.9 (2017),gyro
1267,Apple iPad Pro 12.9 (2017),compass
1268,Apple iPad Pro 12.9 (2017),barometer
1269,Apple Watch Series 2 38mm,accelerometer
1270,Apple Watch Series 2 38mm,gyro
1271,Apple Watch Series 2 38mm,heart rate
1272,Apple Watch Series 1 Aluminum 42mm,accelerometer
1273,Apple Watch Series 1 Aluminum 42mm,gyro
1274,Apple Watch Series 1 Aluminum 42mm,heart rate
1275,Apple Watch Series 2 Aluminum 38mm,accelerometer
1276,Apple Watch Series 2 Aluminum 38mm,gyro
1277,Apple Watch Series 2 Aluminum 38mm,heart rate
1278,Apple Watch Series 2 Aluminum 42mm,accelerometer
1279,Apple Watch Series 2 Aluminum 42mm,gyro
1280,Apple Watch Series 2 Aluminum 42mm,heart rate
1281,Apple Watch Series 1 Aluminum 38mm,accelerometer
1282,Apple Watch Series 1 Aluminum 38mm,gyro
1283,Apple Watch Series 1 Aluminum 38mm,heart rate
1284,Apple iPad Pro 9.7 (2016),fingerprint
1285,Apple iPad Pro 9.7 (2016),accelerometer
1286,Apple iPad Pro 9.7 (2016),gyro
1287,Apple iPad Pro 9.7 (2016),compass
1288,Apple iPad Pro 9.7 (2016),barometer
1289,Apple iPhone 7,fingerprint
1290,Apple iPhone 7,accelerometer
1291,Apple iPhone 7,gyro
1292,Apple iPhone 7,proximity
1293,Apple iPhone 7,compass
1294,Apple iPhone 7,barometer
1295,Apple iPhone 7 Plus,fingerprint
1296,Apple iPhone 7 Plus,accelerometer
1297,Apple iPhone 7 Plus,gyro
1298,Apple iPhone 7 Plus,proximity
1299,Apple iPhone 7 Plus,compass
1300,Apple iPhone 7 Plus,barometer
1301,Apple iPhone 6s Plus,fingerprint
1302,Apple iPhone 6s Plus,accelerometer
1303,Apple iPhone 6s Plus,gyro
1304,Apple iPhone 6s Plus,proximity
1305,Apple iPhone 6s Plus,compass
1306,Apple iPhone 6s Plus,barometer
1307,Apple iPhone SE,fingerprint
1308,Apple iPhone SE,accelerometer
1309,Apple iPhone SE,gyro
1310,Apple iPhone SE,proximity
1311,Apple iPhone SE,compass
1312,Apple iPad Pro 12.9 (2015),fingerprint
1313,Apple iPad Pro 12.9 (2015),accelerometer
1314,Apple iPad Pro 12.9 (2015),gyro
1315,Apple iPad Pro 12.9 (2015),compass
1316,Apple iPad Pro 12.9 (2015),barometer
1317,Apple iPhone 6s,fingerprint
1318,Apple iPhone 6s,accelerometer
1319,Apple iPhone 6s,gyro
1320,Apple iPhone 6s,proximity
1321,Apple iPhone 6s,compass
1322,Apple iPhone 6s,barometer
1323,Apple Watch Edition 42mm (1st gen),accelerometer
1324,Apple Watch Edition 42mm (1st gen),gyro
1325,Apple Watch Edition 42mm (1st gen),heart rate
1326,Apple Watch Edition 38mm (1st gen),accelerometer
1327,Apple Watch Edition 38mm (1st gen),gyro
1328,Apple Watch Edition 38mm (1st gen),heart rate
1329,Apple iPad mini 4 (2015),fingerprint
1330,Apple iPad mini 4 (2015),accelerometer
1331,Apple iPad mini 4 (2015),gyro
1332,Apple iPad mini 4 (2015),compass
1333,Apple iPad mini 4 (2015),barometer
1334,Apple Watch 42mm (1st gen),accelerometer
1335,Apple Watch 42mm (1st gen),gyro
1336,Apple Watch 42mm (1st gen),heart rate
1337,Apple Watch Sport 42mm (1st gen),accelerometer
1338,Apple Watch Sport 42mm (1st gen),gyro
1339,Apple Watch Sport 42mm (1st gen),heart rate
1340,Apple iPad Air 2,fingerprint
1341,Apple iPad Air 2,accelerometer
1342,Apple iPad Air 2,gyro
1343,Apple iPad Air 2,compass
1344,Apple iPad Air 2,barometer
1345,Apple Watch 38mm (1st gen),accelerometer
1346,Apple Watch 38mm (1st gen),gyro
1347,Apple Watch 38mm (1st gen),heart rate
1348,Apple Watch Sport 38mm (1st gen),accelerometer
1349,Apple Watch Sport 38mm (1st gen),gyro
1350,Apple Watch Sport 38mm (1st gen),heart rate
1351,Apple iPhone 6 Plus,fingerprint
1352,Apple iPhone 6 Plus,accelerometer
1353,Apple iPhone 6 Plus,gyro
1354,Apple iPhone 6 Plus,proximity
1355,Apple iPhone 6 Plus,compass
1356,Apple iPhone 6 Plus,barometer
1357,Apple iPad mini 3,fingerprint
1358,Apple iPad mini 3,accelerometer
1359,Apple iPad mini 3,gyro
1360,Apple iPad mini 3,compass
1361,Apple iPhone 6,fingerprint
1362,Apple iPhone 6,accelerometer
1363,Apple iPhone 6,gyro
1364,Apple iPhone 6,proximity
1365,Apple iPhone 6,compass
1366,Apple iPhone 6,barometer
1367,Apple iPad Air,accelerometer
1368,Apple iPad Air,gyro
1369,Apple iPad Air,compass
1370,Apple iPhone 5s,fingerprint
1371,Apple iPhone 5s,accelerometer
